,일자,석식메뉴
1110,2020-09-01,"['육개장', '가자미엿장구이', '흑미밥', '오꼬노미계란말이', '깍둑오이초무침', '포기김치']"
1111,2020-09-02,"['꼬들단무지무침', '요구르트', '흑미밥', '돈채표고버섯볶음', '닭볶음탕', '포기김치', '미역국']"
1112,2020-09-03,"['새우까스*소스', '꽈리고추찹쌀무침', '흑미밥', '유부주머니우동국', '포기김치', '비트피클']"
1113,2020-09-04,"['꽁치한마리구이', '흑미밥', '두부계란전*양념장', '감자양념조림', '부대찌개', '포기김치']"
1114,2020-09-07,"['도토리묵채소무침', '안동찜닭', '흑미밥', '옥수수맛살전', '얼큰감자국', '포기김치']"
1115,2020-09-08,"['치커리무침', '열무된장국', '(NeW)깐풍아귀', '흑미밥', '포기김치', '우불고기']"
1116,2020-09-09,"['해초레몬무침', '흑미밥', '동태매운탕', '청경채나물', '포기김치', '궁중떡볶이']"
1117,2020-09-10,"['수제무말랭이무침', '요구르트', '우동장국', '채소튀김*장', '충무김밥', '오징어무침', '포기김치']"
1118,2020-09-11,"['흑미밥', '매콤시래기된장지짐', '마늘쫑메추리알조림', '삼치구이', '포기김치', '소고기무국']"
1119,2020-09-14,"['(New)수제고기깻잎전', '쪽파김무침', '오징어채소볶음', '흑미밥', '포기김치', '미역국']"
1120,2020-09-15,"['흑미밥', '얼갈이된장국', '영양부추무침', '포기김치', '닭간장볶음', '라볶이']"
1121,2020-09-16,"['소고기계란장조림', '매운닭개장', '타꼬야끼', '흑미밥', '열무나물', '포기김치']"
1122,2020-09-17,"['가지무침', '깍두기', '수제마늘바게트', '흑미밥', '수제돈까스', '스팸김치찌개']"
1123,2020-09-18,"['흑미밥', '갈치카레구이', '콩비지찌개', '어묵잡채', '포기김치', '오이보트샐러드']"
1124,2020-09-21,"['흑미밥', '(New)오징어순대', '풋고추양파무침', '스팸계란말이', '포기김치', '소고기무국']"
1125,2020-09-22,"['어묵볶음', '진미채오이무침', '된장찌개', '흑미밥', '포기김치', '우불고기']"
1126,2020-09-23,"['꽃맛살샐러드', '가래떡오븐구이', '채소라면', '단무지', '포기김치', '김밥']"
1127,2020-09-24,"['건도토리묵파프리카볶음', '연근깨소스무침', '흑미밥', '(New)등심찹쌀꿔바로우', '포기김치', '홍합탕']"
1128,2020-09-25,"['옛날소시지전*케찹', '고등어김치찜', '흑미밥', '두부고기조림', '근대국', '포기김치']"
1129,2020-09-28,"['흑미밥', '닭볶음탕', '우거지된장국', '섭산적데리야끼조림', '포기김치', '콩나물무침']"
1130,2020-10-05,"['(New)코코뱅', '된장찌개', '흑미밥', '고구마치즈구이', '오이생채', '포기김치']"
1131,2020-10-06,"['꼬시래기무침', '콩나물국', '흑미밥', '돈육김치볶음', '(New)명란연근전', '포기김치']"
1132,2020-10-07,"['애호박새우젓나물', '겉절이김치', '고추튀김*장', '매운순대국밥', '흑미밥', '채소스틱']"
1133,2020-10-08,"['흑미밥', '사과청경채무침', '계란찜', '쇠고기무국', '시래기삼치조림', '포기김치']"
1134,2020-10-12,"['고들빼기무침', '흑미밥', '마카로니치즈범벅', '유부주머니된장국', '돈사태떡찜', '포기김치']"
1135,2020-10-13,"['미더덕콩나물찜', '흑미밥', '배추된장국', '마늘쫑볶음', '닭간장조림', '포기김치']"
1136,2020-10-14,"['등심돈까스', '꽁치한마리구이*와사비장', '흑미밥', '얼갈이나물', '포기김치', '어묵매운탕']"
1137,2020-10-15,"['상추무침', '미역국', '대패삼겹숙주볶음', '포기김치', '연두부계란찜', '(New)케일쌈밥*씨앗쌈장']"
1138,2020-10-16,"['매콤호박볶음', '흑미밥', '짬뽕국', '해물볶음우동', '(New)수제불고기버거', '포기김치']"
1139,2020-10-19,"['삼치구이*데리야끼소스', '건도토리묵파프리카볶음', '흑미밥', '닭개장', '부추무침', '포기김치']"
1140,2020-10-20,"['우거지국', '해초무침', '김말이강정', '(New)꼬막비빔밥', '김치전', '포기김치']"
1141,2020-10-21,"['고추장찌개', '진미채무말랭이무침', '열무김치볶음', '흑미밥', '햄감자볶음', '소불고기', '포기김치']"
1142,2020-10-22,"['콘슬로우', '깍두기', '샤워크림새우', '흑미밥', '두부조림', '부대찌개']"
1143,2020-10-23,"['아욱국', '참나물초장무침', '마늘바게트', '흑미밥', '(New)봉골레파스타', '포기김치', '고르곤졸라피자']"
1144,2020-10-26,"['순두부찌개', '흑미밥', '상추*양념장', '포기김치', '제육춘장볶음', '오이보트샐러드']"
1145,2020-10-27,"['애플카레라이스', '우동국물', '단무지양념무침', '(NEW)가지탕수', '포기김치', '숯불양념꼬치어묵']"
1146,2020-10-28,"['스태프핫도그', '가자미양념찜', '쪽파김무침', '흑미밥', '사골옹심이만둣국', '포기김치']"
1147,2020-10-29,"['쇠고기육전', '김주먹밥', '열무김치', '양념고추지', '잔치국수', '콩나물무침']"
1148,2020-10-30,"['흑미밥', '컵라면&찐계란', '근대고추장무침', '순대채소볶음', '(NEW)까르보나라떡볶이', '포기김치']"
1149,2020-11-02,"['주꾸미채소볶음', '열무된장국', '흑미밥', '건파래볶음', '햄전&케찹', '포기김치']"
1150,2020-11-03,"['오이지무침', '돈까스김치나베', '유부초밥', '온모밀국수', '무생채', '양배추샐러드&사우전D', '쌀밥']"
1151,2020-11-04,"['치즈계란찜', '콩나물국', '흑미밥', '포기김치', '순살닭강정', '감자간장조림']"
1152,2020-11-05,"['열무김치', '흑미밥', '고기짬뽕국', '(New)마약계란장조림', '시금치나물', '자반고등어찜']"
1153,2020-11-06,"['백종원의사라다빵', '꼬들단무지', '가지나물', '오뗄햄김밥', '김치어묵탕', '포기김치']"
1154,2020-11-09,"['오이양파무침', '흑미밥', '삼치데리야끼구이', '닭개장', '콩나물볶음', '포기김치']"
1155,2020-11-10,"['한식잡채', '자장소스', '유부장국', '깍두기', '요구르트', '채소볶음밥', '계란후라이']"
1156,2020-11-11,"['간장마늘치킨', '얼갈이열무겉절이', '감자채카레볶음', '흑미밥', '(New)미니에그슬럿버거', '김칫국']"
1157,2020-11-12,"['진미채오이무침', '우불고기볶음', '가지나물', '흑미밥', '꽃게탕', '포기김치']"
1158,2020-11-13,"['갈치무조림', '열무김치', '흑미밥', '계란파국', '퀘사디아', '고구마순들깨볶음']"
1159,2020-11-16,"['꽁채캔김치조림', '열무김치', '연근깨소스무침', '흑미밥', '옹심이만둣국', '감자채전*장']"
1160,2020-11-17,"['버섯육개장', '양념깻잎지', '흑미밥', '마늘종멸치볶음', '포기김치', '몽골식돈육볶음&꽃빵']"
1161,2020-11-18,"['매운순대국', '오징어굴소스볶음', '석박지', '흑미밥', '고추지무침', '동그랑땡강정']"
1162,2020-11-19,"['단무지무침', '채소볶음우동', '꼬치어묵매운탕', '떡갈비주먹밥', '콘샐러드', '추가밥', '포기김치']"
1163,2020-11-20,"['상추무침', '흑미밥', '김계란말이', '부대찌개', '포기김치', '생선까스*타르타르소스']"
1164,2020-11-23,"['방어양념장구이', '열무김치', '흑미밥', '옥수수계란찜', '쇠고기미역국', '새우살호박볶음']"
1165,2020-11-24,"['미나리무침', '청양콩나물국', '목살스테이크', '흑미밥', '포기김치', '오이보트샐러드']"
1166,2020-11-25,['없음']
1167,2020-11-26,"['우동국물', '치즈닭갈비', '흑미밥', '계란후라이', '깻잎쌈*청양마요소스', '(New)수제부들어묵잡채튀김', '무생채']"
1168,2020-11-27,"['양파*쌈장', '수제보쌈김치', '황태국수', '추가밥', '풋고추', '모둠채소무침', '돈수육*쌈장']"
1169,2020-11-30,"['세발나물무침', '흑미밥', '동태탕', '감자채파프리카볶음', '포기김치', '(New)아롱사태샐러드*들깨소스']"
1170,2020-12-01,"['마파두부', '짜사이볶음', '샤워크림새우', '홍합짬뽕국', '백김치', '물만두찜*장']"
1171,2020-12-02,"['깍두기', '묵은지삼겹살찜', '참나물겉절이', '흑미밥', '계란파국', '궁중떡볶이']"
1172,2020-12-03,"['고구마순볶음', '이색묵(올방개', '클로렐라)*양념장', '맑은콩나물국', '흑미밥', '(New)단호박치즈해물찜', '포기김치']"
1173,2020-12-04,"['낙지볶음*소면', '겉절이김치', '흑미밥', '미나리전', '얼갈이된장국', '노가리고추조림']"
1174,2020-12-07,"['상추무침', '흑미밥', '치킨까스*데미소스', '쇠고기가지조림', '옹심이감자국', '포기김치']"
1175,2020-12-08,"['미소된장국', '석박지', '계란후라이', '김치볶음밥', '실곤약채소무침', '수제등심찹쌀꿔바로우']"
1176,2020-12-09,"['메추리알꽈리고추조림', '흑미밥', '해물볶음', '부대찌개', '참나물무침', '포기김치']"
1177,2020-12-10,"['유부장국', '브로콜리숙회*초장', '미트볼파스타*추가밥', '포기김치', '딤섬', '열무된장나물']"
1178,2020-12-11,"['단무지무침', '흑미밥', '매운떡볶이*순대찜', '수제오징어튀김', '컵라면&찐계란', '포기김치']"
1179,2020-12-14,"['쇠고기청경채볶음', '새송이버섯조림', '깻잎고기전', '꼬치어묵매운탕', '흑미밥', '포기김치']"
1180,2020-12-15,"['고추잡채덮밥', '자장소스', '단무지무침', '(New)칠리가지탕수', '손수제비국', '포기김치']"
1181,2020-12-16,"['숙주미나리나물', '흑미밥', '물파래초무침', '오징어떡볶음', '쇠고기무국', '포기김치']"
1182,2020-12-17,"['흑미밥', '매운감자조림', '(New)배추오이흑임자무침', '순두부백탕*양념장', '포기김치', '제육간장불고기']"
1183,2020-12-18,"['깍두기', '쑥갓겉절이', '흑미밥', '맑은버섯닭개장', '도토리묵*양념장', '참치김치볶음']"
1184,2020-12-21,"['(New)어떡햄', '도라지초무침', '팽이장국', '계란후라이', '김치볶음', '(New)치킨마요덮밥']"
1185,2020-12-22,"['오이선', '고구마순볶음', '흑미밥', '아귀매운탕', '돈갈비찜', '포기김치']"
1186,2020-12-23,"['콩나물굴소스볶음', '페퍼로니치즈피자', '유부초밥', '골뱅이채소무침&실곤약', '들깨미역국', '포기김치']"
1187,2020-12-24,"['해물까스&타르타르D', '(New)장수제비', '흑미밥', '치커리귤무침', '느타리버섯볶음', '배추김치']"
1188,2021-01-04,"['소고기콜라비조림', '흑미밥', '코다리강정', '오이나물볶음', '포기김치', '부대찌개*라면사리']"
1189,2021-01-05,"['춘권*칠리소스', '미니쌀국수', '양배추비트피클', '(New)팟시금치무쌉', '계란후라이', '무생채']"
1190,2021-01-06,"['흑미밥', '단무지채무침', '해물누룽지탕', '고기짬뽕국', '포기김치', '멸치마늘종조림']"
1191,2021-01-07,"['고추장찌개', '상추무침', '베이컨숙주볶음', '흑미밥', '포기김치', '(New)인절미치킨']"
1192,2021-01-08,"['깍두기', '미나리나물무침', '감자양파국', '흑미밥', '돈육김치볶음', '팽이버섯채소전']"
1193,2021-01-11,"['쇠고기숙주볶음', '야채전', '흑미밥', '고구마연근맛탕', '포기김치', '옹심이국']"
1194,2021-01-12,"['흑미밥', '돌나물유자청무침', '가지마파두부', '맑은버섯국', '포기김치', '순대들깨볶음']"
1195,2021-01-13,"['알리오올리오', '가쓰오장국', '수제치킨까스', '팽이버섯부추무침', '산고추지무침', '추가밥', '무생채']"
1196,2021-01-14,"['흑미밥', '오이달래무침', '오삼불고기', '어묵깻잎전', '포기김치', '홍합탕']"
1197,2021-01-15,"['순두부백탕', '흑미밥', '비빔만두채소무침', '명엽채볶음', '닭볶음탕', '포기김치']"
1198,2021-01-18,"['깍두기', '메추리알풋고추조림', '흑미밥', '배추된장국', '낙지미나리볶음', '시금치나물무침']"
1199,2021-01-19,"['북어짬뽕국', '건새우호박채전', '흑미밥', '삼색귤소스무침', '포기김치', '만가닥버섯불고기']"
1200,2021-01-20,"['고들빼기무침', '겉절이김치', '계란후라이', '브로콜리깨소스무침', '김치볶음밥', '미니쫄우동*맛살튀김']"
1201,2021-01-21,"['숙주나물당근무침', '흑미밥', '삼치양념구이', '비엔나채소볶음', '쇠고기무국', '포기김치']"
1202,2021-01-22,"['수제맛쵸킹탕수육', '겉절이김치', '흑미밥', '유부채소겨자냉채', '수제비국', '갓김치', '참나물무침']"
1203,2021-01-25,"['오이선', '열무된장국', '흑미밥', '깻잎쌈*생강채', '포기김치', '장어강정*데리야끼소스']"
1204,2021-01-26,"['(New)할라피뇨멸치주먹밥', '깍두기', '수제고기육전', '쑥갓나물', '양파초절임', '잔치국수']"
