일자,년,월,일,요일,휴일전날,중식메뉴,석식메뉴
2017-06-15,2017,6,15,3,0,"['쇠고기샤브국', '배추겉절이', '갈치구이', '메추리알조림', '잡곡밥', '쌀밥', '무생채']","['열무김치국수', '꽃맛살샐러드', '단무지', '부추만두', '포기김치', '볶음밥']"
2017-06-16,2017,6,16,4,0,"['쫑상추무침', '잡곡밥', '쌀밥', '삼겹살구이', '감자채볶음', '아욱된장국', '포기김치']","['쇠고기장조림', '깍두기', '가지나물', '잡곡밥', '쌀밥', '올방개묵무침', '참치김치찌개']"
2017-06-19,2017,6,19,0,0,"['들깨시래기국', '해물부추전', '오이도라지생채', '잡곡밥', '쌀밥', '유자청제육볶음', '포기김치']","['매운어묵볶음', '잡곡밥', '쌀밥', '참나물땅콩가루무침', '닭데리야끼조림', '포기김치', '감자국']"
2017-06-20,2017,6,20,1,0,"['오이지냉국', '잡곡밥', '쌀밥', '연근조림', '고등어김치말이', '열무김치', '감자비엔나볶음']","['오징어무침', '핫도그&케찹', '충무김밥', '오렌지', '미역장국', '석박지']"
2017-06-21,2017,6,21,2,0,"['유부주머니국', '언양식불고기', '수박', '포기김치', '떡볶이', '카레라이스']","['청포묵무침', '해물된장찌개', '황태양념구이', '고추잡채*꽃빵', '잡곡밥', '쌀밥', '포기김치']"
2017-06-22,2017,6,22,3,0,"['비빔야채만두', '쇠고기미역국', '양념깻잎지', '해물누룽지탕', '잡곡밥', '쌀밥', '포기김치']","['소고기주먹밥', '피클', '피크닉', '또띠아피자', '쌀국수', '포기김치', '흑임자샐러드']"
2017-06-23,2017,6,23,4,0,"['콩나물무침', '닭갈비', '나가사끼짬뽕국', '셀프무쌈말이', '잡곡밥', '쌀밥', '포기김치']","['깍두기', '두부카프레제', '탕수어', '콩비지찌개', '방풍나물', '잡곡밥', '쌀밥']"
2017-06-26,2017,6,26,0,0,"['차돌박이찌개', '양배추쌈*양념장', '훈제오리고추장볶음', '잡곡밥', '쌀밥', '곤약흑임자무침', '포기김치']","['탕수육', '잡곡밥', '쌀밥', '통도라지구이', '오이지무침', '연두부찌개', '포기김치']"
2017-06-27,2017,6,27,1,0,"['오징어볶음', '시금치나물', '잡곡밥', '쌀밥', '동그랑땡구이', '포기김치', '북어콩나물국']","['작은밥', '탄두리치킨', '배추겉절이', '콩국수', '수박', '모둠묵샐러드']"
2017-06-28,2017,6,28,2,0,"['잡채', '깍두기', '삼치구이', '얼갈이된장국', '콩나물밥', '아삭고추무침']",['없음']
2017-06-29,2017,6,29,3,0,"['갈릭돈까스', '부추생채', '잡곡밥', '쌀밥', '우무묵냉국', '포기김치', '두부양념조림']","['올챙이만두국', '해초무침', '웨지감자', '빠에야', '하와이안샐러드', '포기김치']"
2017-06-30,2017,6,30,4,0,"['꼬지어묵탕', '잡곡밥', '쌀밥', '감자채전', '미역줄기볶음', '열무김치', '매운닭찜']","['치커리무침', '오꼬노미야끼계란말이', '청국장찌개', '장어강정', '잡곡밥', '쌀밥', '포기김치']"
2017-07-03,2017,7,3,0,0,"['계란찜', '청경채겉절이', '콩나물국', '짬뽕불고기', '잡곡밥', '쌀밥', '포기김치']","['고등어카레구이', '잡곡밥', '쌀밥', '꽃맛살볶음', '마늘쫑무침', '육개장', '포기김치']"
2017-07-04,2017,7,4,1,0,"['낙지볶음', '고기전', '잡곡밥', '쌀밥', '배추된장국', '미역레몬초무침', '포기김치']","['가쯔오장국', '무피클', '고구마그라탕', '닭강정', '후난식볶음밥', '포기김치']"
2017-07-05,2017,7,5,2,0,"['계란국', '단무지', '사과', '군만두', '열무김치', '짜장덮밥', '유산슬']","['꽃상추무침', '돈육굴소스볶음', '대구찌개', '잡곡밥', '쌀밥', '김치녹두전', '포기김치']"
2017-07-06,2017,7,6,3,0,"['참나물', '등갈비김치찜', '알타리김치', '잡곡밥', '쌀밥', '아욱된장국', '어묵볶음']","['찐옥수수', '키위드레싱샐러드', '잔치국수', '수제고로케', '김밥', '포기김치']"
2017-07-07,2017,7,7,4,0,"['유린기', '오이냉국', '숙주나물', '잡곡밥', '쌀밥', '도토리묵무침', '포기김치']","['해물까스*탈탈소스', '탕평채', '시금치나물', '순두부찌개', '잡곡밥', '쌀밥', '포기김치']"
2017-07-10,2017,7,10,0,0,"['버섯불고기', '콩나물국', '잡곡밥', '쌀밥', '우엉조림', '해물겨자냉채', '포기김치']","['잡곡밥', '쌀밥', '건새우마늘쫑볶음', '비름나물', '사천식탕수육', '포기김치', '감자국']"
2017-07-11,2017,7,11,1,0,"['어묵국', '브로컬리초장', '잡곡밥', '쌀밥', '주꾸미떡볶음', '두부계란구이', '포기김치']","['오렌지주스', '감자범벅', '미소장국', '새우또띠아', '포기김치', '오므라이스']"
2017-07-12,2017,7,12,2,0,"['생야채&쌈장', '깍두기', '찹쌀밥', '삼계탕', '수박', '<초복특식>']","['해물된장찌개', '참치야채전', '잡곡밥', '쌀밥', '모둠장조림', '노각무침', '포기김치']"
2017-07-13,2017,7,13,3,0,"['치커리유자청무침', '돼지갈비찜', '잡곡밥', '쌀밥', '동태전', '근대국', '포기김치']","['꽃맛살샐러드', '유부초밥', '무초절이', '열무김치', '김치말이국수', '풋고추튀김']"
2017-07-14,2017,7,14,4,0,"['쑥갓두부무침', '부대찌개', '갈치조림', '알타리김치', '잡곡밥', '쌀밥', '버섯잡채']","['미니함박조림', '고추장찌개', '잡곡밥', '쌀밥', '감자채볶음', '청경채무침', '포기김치']"
2017-07-17,2017,7,17,0,0,"['간장두부조림', '무채국', '잡곡밥', '돈육고추장볶음', '쌀밥', '모듬양채쌈', '포기김치']","['소고기장조림', '꽈리고추찜', '꽃게탕', '잡곡밥', '쌀밥', '포기김치', '사과맛살초무침']"
2017-07-18,2017,7,18,1,0,"['치커리무침', '열무된장국', '잡곡밥', '쌀밥', '통도라지구이', '간장찜닭', '포기김치']","['목살필라프', '시리얼과일샐러드', '수제피클', '단호박스프', '토마토스파게티', '포기김치']"
2017-07-19,2017,7,19,2,0,"['천도복숭아', '양장피잡채', '오꼬노미야끼', '알타리김치', '김치제육덮밥', '맑은국']","['언양식불고기', '시금치나물', '호박잎된장찌개', '잡곡밥', '쌀밥', '포기김치', '코다리강정']"
2017-07-20,2017,7,20,3,0,"['모둠버섯구이', '오이무침', '잡곡밥', '쌀밥', '소고기매운무국', '오징어굴소스볶음', '포기김치']","['단무지', '매실쥬스', '해물볶음우동', '찐햇감자', '유부장국', '포기김치', '카레라이스']"
2017-07-21,2017,7,21,4,0,"['영양부추생채', '미트볼케찹조림', '메밀전', '닭곰탕', '잡곡밥', '쌀밥', '포기김치']","['궁중떡볶이', '꽁치구이', '잡곡밥', '쌀밥', '무생채', '육개장', '포기김치']"
2017-07-24,2017,7,24,0,0,"['얼갈이된장무침', '어묵탕', '콩나물불고기', '동그랑땡전', '잡곡밥', '쌀밥', '포기김치']","['고등어조림', '간장깻잎지', '고추잡채*꽃빵', '잡곡밥', '콩가루배추국', '쌀밥', '알타리김치']"
2017-07-25,2017,7,25,1,0,"['된장찌개', '배추겉절이', '가자미카레튀김', '잡곡밥', '쌀밥', '닭살냉채', '참나물무침']","['비빔야채만두', '락교', '냉모밀국수', '빠에야', '하와이안샐러드', '포기김치']"
2017-07-26,2017,7,26,2,0,"['파스타샐러드', '미소장국', '소세지오븐구이', '나물비빔밥', '오렌지', '포기김치']",['없음']
2017-07-27,2017,7,27,3,0,"['잡곡밥', '쌀밥', '콩나물냉국', '순살파닭', '오징어브로컬리*초장', '포기김치', '멸치크렌베리볶음']","['마파두부덮밥', '찐옥수수', '탕수육', '멕시칸샐러드', '미역장국', '포기김치']"
2017-07-28,2017,7,28,4,0,"['연두부*양념장', '쇠고기샤브국', '해초무침', '잡곡밥', '쌀밥', '주꾸미떡볶음', '포기김치']","['생선까스*탈탈소스', '가지나물', '닭개장', '잡곡밥', '쌀밥', '감자채볶음', '열무김치']"
2017-07-31,2017,7,31,0,0,"['홍어채무침', '시래기조림', '잡곡밥', '쌀밥', '쇠고기숙주볶음', '연두부탕', '포기김치']","['삼치된장구이', '돈육씨앗강정', '아욱국', '잡곡밥', '쌀밥', '청경채무침', '포기김치']"
2017-08-01,2017,8,1,1,0,"['배추겉절이', '부대찌개', '해물누룽지탕', '잡곡밥', '쌀밥', '우엉잡채', '머위대나물']","['비트무피클', '감자범벅', '잔치국수', '김밥볶음밥', '훈제오리냉채', '포기김치']"
2017-08-02,2017,8,2,2,0,"['꽃게탕', '잡곡밥', '쌀밥', '두부계란구이', '미니채소떡갈비', '포기김치', '치커리사과생채']","['탕수어', '느타리버섯국', '알타리김치', '잡곡밥', '쌀밥', '견과류조림', '도토리묵무침']"
2017-08-03,2017,8,3,3,0,"['오이미역냉국', '꽈리고추어묵조림', '닭오븐구이', '잡곡밥', '쌀밥', '무생채', '포기김치']","['가쯔오장국', '쇠고기장조림', '부추생채', '실곤약흑임자무침', '콩나물밥', '포기김치']"
2017-08-04,2017,8,4,4,0,"['양배추쌈', '*쌈장', '콩나물국', '제육볶음', '메추리알조림', '잡곡밥', '쌀밥', '열무김치', '호박잎']","['차돌박이찌개', '치킨텐더', '*천도복숭아', '잡곡밥', '쌀밥', '꽃맛살볶음', '비름나물', '포기김치']"
2017-08-07,2017,8,7,0,0,"['쇠고기낙지볶음', '새송이버섯전', '어묵국', '잡곡밥', '쌀밥', '참나물땅콩무침', '포기김치']","['메밀전병만두', '해파리겨자채', '등갈비김치찜', '잡곡밥', '쌀밥', '열무김치', '근대국']"
2017-08-08,2017,8,8,1,0,"['닭갈비', '잡곡밥', '쌀밥', '마늘쫑무침', '미역국', '시금치프리타타', '포기김치']","['가쯔오장국', '과일샐러드', '야채튀김', '단무지', '비빔메밀국수', '포기김치', '해물굴소스볶음밥']"
2017-08-09,2017,8,9,2,0,"['단배추나물', '수제돈까스', '잡곡밥', '쌀밥', '도토리묵냉국', '포기김치', '두부양념조림']","['뼈해장국', '건파래무침', '고등어조림', '잡곡밥', '쌀밥', '석박지', '계란말이']"
2017-08-10,2017,8,10,3,0,"['비엔나감자볶음', '갈치구이', '셀프무쌈말이', '알타리김치', '잡곡밥', '쌀밥', '돈육김치찌개']","['물냉면', '무초절이', '포기김치', '멸치주먹밥', '케이준샐러드', '떡볶이']"
2017-08-11,2017,8,11,4,0,"['샐러드바:과일', '쌈&야채스틱', '고추장찌개', '잡곡밥', '쌀밥', '포기김치', '어묵볶음', '돈육보쌈']","['오징어국', '쑥갓두부무침', '모둠버섯구이', '깐풍기', '잡곡밥', '쌀밥', '포기김치']"
2017-08-14,2017,8,14,0,1,"['옥수수계란찜', '짬뽕불고기', '된장찌개', '청경채생채', '잡곡밥', '쌀밥', '포기김치']","['양파치킨', '도라지생채', '잡곡밥', '콩가루배추국', '쌀밥', '해물파전', '열무김치']"
2017-08-16,2017,8,16,2,0,"['쇠고기무국', '오이무침', '잡곡밥', '쌀밥', '모듬묵양념장', '포기김치', '오징어볶음*소면']","['콩나물국', '쫑상추무침', '돼지갈비찜', '잡곡밥', '쌀밥', '풍기샐러드', '포기김치']"
2017-08-17,2017,8,17,3,0,"['들깨시래기국', '임연수구이', '치커리무침', '잡곡밥', '쌀밥', '매운닭찜', '포기김치']","['어묵우동', '요플레', '배추겉절이', '미니햄버거', '김치볶음밥', '단호박범벅']"
2017-08-18,2017,8,18,4,0,"['해물까스*칠리소스', '단무지', '부추만두', '짜장밥', '열무김치', '맑은국']","['두부카프레제', '숙주나물', '해물순두부찌개', '잡곡밥', '쌀밥', '유자청제육볶음', '포기김치']"
2017-08-21,2017,8,21,0,0,"['콩나물무침', '조랭이떡미역국', '잡곡밥', '쌀밥', '포기김치', '김치전', '소고기불고기']","['잡채', '안동찜닭', '가지무침', '잡곡밥', '쌀밥', '열무김치', '참치김치찌개']"
2017-08-22,2017,8,22,1,0,"['두부조림', '배추겉절이', '해물된장찌개', '간장깻잎지', '잡곡밥', '쌀밥', '표고버섯탕수육']","['유부주머니국', '핫도그', '파스타샐러드', '오징어무침', '충무김밥', '음료', '석박지']"
2017-08-23,2017,8,23,2,0,"['가쯔오장국', '검정콩조림', '감자채볶음', '가자미양념찜', '열무김치', '곤드레밥*강된장']","['돈육모듬장조림', '청국장찌개', '부추생채', '동그랑땡전', '잡곡밥', '쌀밥', '포기김치']"
2017-08-24,2017,8,24,3,0,"['쇠고기샤브국', '주꾸미굴소스볶음', '볼어묵볶음', '잡곡밥', '쌀밥', '비름나물', '포기김치']","['콩국수', '김치주먹밥', '타코야끼', '콥샐러드', '열무김치', '오렌지']"
2017-08-25,2017,8,25,4,0,"['미트볼케찹조림', '잡곡밥', '쌀밥', '마늘쫑무침', '포기김치', '알탕', '계란말이']","['생선까스*탈탈소스', '무나물', '고추장찌개', '잡곡밥', '쌀밥', '닭살냉채', '포기김치']"
2017-08-28,2017,8,28,0,0,"['쑥갓두부무침', '콩나물국', '매운어묵볶음', '잡곡밥', '쌀밥', '포기김치', '돈육간장불고기']","['닭곰탕', '잡곡밥', '쌀밥', '옥수수전', '고등어김치말이', '열무김치', '김구이']"
2017-08-29,2017,8,29,1,0,"['닭갈비', '잡곡밥', '쌀밥', '배추된장국', '동태전', '포기김치', '치커리사과생채']","['깐풍육', '꽃맛살샐러드', '유부초밥', '냉모밀국수', '오복지', '포기김치']"
2017-08-30,2017,8,30,2,0,"['과일샐러드', '언양식불고기', '미소장국', '산채비빔밥', '포기김치', '아삭고추무침']","['청포묵무침', '부대찌개', '메밀전', '잡곡밥', '쌀밥', '포기김치', '해물청경채볶음']"
2017-08-31,2017,8,31,3,0,"['오이무침', '알타리김치', '잡곡밥', '쌀밥', '탕수만두', '굴비구이', '육개장']","['키위드레싱샐러드', '무피클', '옛날돈까스', '브로컬리크림스프', '고구마범벅', '잡곡밥', '쌀밥', '음료', '포기김치']"
2017-09-01,2017,9,1,4,0,"['시래기국', '쌈무', '두부구이*양념장', '양파절임', '훈제오리구이', '잡곡밥', '쌀밥', '열무김치']",['없음']
2017-09-04,2017,9,4,0,0,"['버섯불고기', '야채계란찜', '북어국', '실곤약초무침', '잡곡밥', '쌀밥', '포기김치']","['모듬소세지구이', '가지나물', '가자미튀김', '잡곡밥', '쌀밥', '열무김치', '콩나물김치국']"
2017-09-05,2017,9,5,1,0,"['땅콩조림', '등갈비김치찜', '잡곡밥', '쌀밥', '도토리묵무침', '열무김치', '연두부탕']","['가쯔오장국', '크림카레우동', '감자만두', '비트무생채', '샐러드', '*흑임자드레싱', '닭갈비볶음밥', '포기김치']"
2017-09-06,2017,9,6,2,0,"['고구마줄기볶음', '마늘치킨', '꽃게탕', '잡곡밥', '쌀밥', '양배추쌈*쌈장', '포기김치']","['홍어채무침', '돈육굴소스볶음', '양념깻잎지', '해물된장찌개', '잡곡밥', '쌀밥', '포기김치']"
2017-09-07,2017,9,7,3,0,"['고기전', '쇠고기미역국', '호박나물', '잡곡밥', '쌀밥', '포기김치', '오징어볶음*소면']","['컬리플라워샐러드', '단무지', '고추잡채*꽃빵', '짜장소스', '*망고드레싱', '포기김치', '맑은국', '볶음밥']"
2017-09-08,2017,9,8,4,0,"['동파육', '열무된장국', '셀프무쌈말이', '잡곡밥', '쌀밥', '통도라지구이', '포기김치']","['유린기', '콩비지찌개', '알타리김치', '잡곡밥', '쌀밥', '청경채무침', '멸치아몬드볶음']"
2017-09-11,2017,9,11,0,0,"['치커리무침', '오꼬노미야끼계란말이', '잡곡밥', '쌀밥', '유자청제육볶음', '포기김치', '시래기된장국']","['검정콩조림', '주꾸미굴소스볶음', '쫄면무침', '소고기무국', '잡곡밥', '쌀밥', '열무김치']"
2017-09-12,2017,9,12,1,0,"['차돌박이찌개', '해물누룽지탕', '잡곡밥', '쌀밥', '돈육잡채', '마늘쫑무침', '포기김치']","['야채튀김', '단무지', '잔치국수', '음료', '김밥', '포기김치', '떡볶이']"
2017-09-13,2017,9,13,2,0,"['모듬묵샐러드', '요플레', '미소장국', '오복지', '포기김치', '떡갈비조림', '카레라이스']","['쑥갓두부무침', '돼지갈비찜', '볼어묵곤약볶음', '잡곡밥', '쌀밥', '미역국', '포기김치']"
2017-09-14,2017,9,14,3,0,"['고사리육개장', '두부계란부침', '부추생채', '잡곡밥', '쌀밥', '포기김치', '닭찜']","['고구마오븐구이', '빠에야', '쨔샤이무침', '쌀국수', '포기김치', '하와이안샐러드']"
