,일자,중식메뉴
1051,2020-05-22,"['땅콩조림', '어묵볶음', '소불고기덮밥', '맑은국', '야채비빔만두', '배추겉절이']"
1052,2020-05-25,"['연두부*장', '잡곡밥', '짬뽕불고기', '매콤콩나물국', '쫑상추무침', '포기김치', '쌀밥']"
1053,2020-05-26,"['시래기국', '잡곡밥', '청경채겉절이', '동그랑땡구이', '고추잡채*꽃빵', '포기김치', '쌀밥']"
1054,2020-05-27,"['열무김치', '꽁치한마리구이', '쨔샤이무침', '만두탕수육', '무채국', '곤드레밥*양념장']"
1055,2020-05-28,"['깍두기', '간장깻잎지', '잡곡밥', '오징어볶음', '옥수수계란찜', '쌀밥', '콩비지찌개']"
1056,2020-05-29,"['유부장국', '오이지무침', '마파두부덮밥', '레몬유린기', '두릅소고기샐러드', '배추겉절이']"
1057,2020-06-01,"['콩나물잡채', '잡곡밥', '소고기미역국', '셀프무쌈말이', '포기김치', '닭갈비', '쌀밥']"
1058,2020-06-02,"['사각어묵무침', '된장찌개', '잡곡밥', '돈육고추장볶음', '모듬야채쌈', '포기김치', '쌀밥']"
1059,2020-06-03,"['매실짱아찌', '시저샐러드', '가쯔오장국', '강된장', '깐풍육', '포기김치', '열무보리비빔밥']"
1060,2020-06-04,"['육개장', '소고기장조림', '잡곡밥', '녹두전', '비름나물', '포기김치', '쌀밥']"
1061,2020-06-05,"['깍두기', '야채고로케', '냉모밀국수', '해물부추전', '수박', '베이컨김치볶음밥']"
1062,2020-06-08,"['요구르트', '잡곡밥', '해물동그랑땡', '오삼불고기', '대구탕', '오이무침', '포기김치', '쌀밥']"
1063,2020-06-09,"['시금치된장국', '잡곡밥', '닭볶음탕', '두부구이*양념장', '미역줄기볶음', '포기김치', '쌀밥']"
1064,2020-06-10,"['치킨핑거', '깻잎순무침', '요구르트', '나물비빔밥', '오이사과냉국', '맛살떡샐러드', '포기김치']"
1065,2020-06-11,"['토마토프리타타', '굴비구이', '도라지오이무침', '잡곡밥', '배추겉절이', '매운소고기국', '쌀밥']"
1066,2020-06-12,"['모듬어묵볶음', '포기김치', '요구르트', '돈육버섯고추장덮밥', '참나물생채', '양파링카레튀김', '팽이무국']"
1067,2020-07-01,"['고구마순볶음', '양상추샐러드*딸기요거트', '잡곡밥', '냉모밀국수', '매운돈갈비찜', '메밀전병*간장', '포기김치', '쌀밥']"
1068,2020-07-02,"['홍어미나리초무침', '양상추샐러드*오리엔탈', '잡곡밥', '콩자반', '배추겉절이', '어묵잡채', '대파육개장', '쌀밥']"
1069,2020-07-03,"['요구르트', '부추고추전*간장', '동태알탕', '카레라이스', '쫄면야채무침', '포기김치', '과일요거트샐러드']"
1070,2020-07-06,"['매운소고기무국', '양상추샐러드*흑임자드레싱', '잡곡밥', '옥수수계란찜', '감자채파프리카볶음', '포기김치', '춘천닭갈비', '쌀밥']"
1071,2020-07-07,"['오리불고기', '콩나물맛살냉채', '잡곡밥', '그린샐러드*오렌지드레싱', '양배추숙쌈&쌈장', '물만두국', '핫도그', '포기김치', '쌀밥']"
1072,2020-07-08,"['매실음료', '석박지', '잡곡밥', '한방설렁탕', '채소스틱&쌈장', '콩자반', '통들깨부추무침', '오징어초무침', '쌀밥']"
1073,2020-07-09,"['건새우호박채전', '시저샐러드*시저드레싱', '시금치된장국', '잡곡밥', '닭볶음탕', '도라지오이초무침', '포기김치', '쌀밥']"
1074,2020-07-10,"['무채와사비무침', '맑은콩나물국', '잡곡밥', '쌈채소&쌈장', '콩자반', '양상추샐러드', '마카로니샐러드', '돈육고추장볶음', '포기김치', '쌀밥']"
1075,2020-07-13,"['마파두부덮밥', '레몬유린기', '미역미소시루', '만두찜*간장', '양상추샐러드*요거트D', '포기김치', '숙주미나리무침']"
1076,2020-07-14,"['비타민흑임자샐러드*흑임자D', '건새우무채국', '잡곡밥', '두부커틀렛*칠리', '쭈꾸미삼겹고추장볶음', '쫑상추무침', '포기김치', '쌀밥']"
1077,2020-07-15,"['도토리묵*양념간장', '무말랭이무침', '열기어구이', '치커리만다린샐러드*오렌지D', '콩가루배춧국', '비빔밥*약고추장', '포기김치']"
1078,2020-07-16,"['아삭고추쌈장무침', '장각삼계탕', '잡곡밥', '양상추샐러드*망고D', '해물잡채', '배추겉절이', '가지찜', '쌀밥']"
1079,2020-07-17,"['양배추샐러드*사우전D', '석박지', '수제돈가스*소스', '잡곡밥', '깍둑오이초무침', '김치우동', '호박새우젓볶음', '쌀밥']"
1080,2020-07-20,"['찰현미밥', '호박맑은국', '흑미밥', '양상추샐러드*망고D', '돈육김치볶음', '두부맛전', '모둠채소무침', '포기김치', '쌀밥']"
1081,2020-07-21,"['치자밥', '찰현미밥', '꽃맛살샐러드', '그린샐러드*키위D', '브로콜리숙회*초장', '타래과', '양장피', '닭개장', '포기김치', '쌀밥']"
1082,2020-07-22,"['찰현미밥', '오리불고기', '아욱국', '로스트치킨샐러드*오리엔탈D', '고등어카레구이', '흑미밥', '오이소배기', '매운콩나물무침', '쌀밥']"
1083,2020-07-23,"['찰현미밥', '콘슬로우', '치킨무', '소고기미역국', '깻잎통닭*치킨소스', '병아리콩밥', '새싹샐러드*오렌지D', '김치전', '포기김치', '쌀밥']"
1084,2020-07-24,"['포기김치', '찰현미밥', '양배추샐러드*요플레D', '흑미밥', '해물수제비국', '실곤약냉채', '열무나물', '만가닥버섯불고기', '쌀밥']"
1085,2020-07-27,"['찰현미밥', '황태미역국', '토마토스크램블', '안동찜닭', '흑미밥', '양상추샐러드*유자청D', '얼갈이나물', '포기김치', '쌀밥']"
1086,2020-07-28,"['찰현미밥', '가자미엿장구이', '목살스테이크', '호박된장찌개', '기장밥', '꽈리고추감자조림', '포기김치', '토마토샐러드*발사믹D', '쌀밥']"
1087,2020-07-29,"['마늘*새우젓', '찰현미밥', '그린샐러드*참깨D', '우거지국', '흑미밥', '보쌈김치', '모둠쌈*쌈장', '부추무침', '풋고추', '수박화채', '삼겹살수육', '쌀밥']"
1088,2020-07-30,"['후라이드*강정소스', '팽이장국', '미나리초무침', '그린샐러드*매실D', '브로콜리깨소스무침', '포기김치', '낙지비빔밥*계란후라이']"
1089,2020-07-31,"['찰현미밥', '새우까스*소스', '흑미밥', '마늘종숙회', '양배추샐러드*딸기요거트D', '포기김치', '어묵고추장떡', '짜글이돼지찌개', '쌀밥']"
1090,2020-08-03,"['찰현미밥', '흑미밥', '골뱅이채소무침', '김치두부국', '양상추샐러드*사우전D', '오리대패불고기', '열무나물', '포기김치', '쌀밥']"
1091,2020-08-04,"['찰현미밥', '냉이된장국', '견과류샐러드*땅콩D', '수수밥', '오징어튀김*초간장', '돈갈비찜', '포기김치', '삼색콜리*초고추장', '쌀밥']"
1092,2020-08-05,"['오이양파무침', '찰현미밥', '탱크보이', '장어강정', '맑은콩나물국', '흑미밥', '눈꽃치즈샐러드*오리엔탈D', '배추겉절이', '꽈리고추메추리알조림', '쌀밥']"
1093,2020-08-06,"['찰현미밥', '검정콩밥', '쭈삼불고기', '새송이전', '파프리카해초무침', '분홍소시지전', '건새우아욱국', '콜리샐러드*발사믹D', '찐옥수수', '포기김치', '쌀밥']"
1094,2020-08-07,"['찰현미밥', '아귀순살찜', '흑미밥', '유부채소겨자냉채', '얼갈이된장국', '시리얼샐러드*요플레D', '닭다리바베큐오븐구이', '포기김치', '쌀밥']"
1095,2020-08-10,"['찰현미밥', '뼈없는감자탕', '양상추샐러드*파인애플D', '흑미밥', '근대나물', '해파리무침', '생선까스&소스', '포기김치', '쌀밥']"
1096,2020-08-11,"['찰현미밥', '떡국', '양배추', '더덕무침', '푸실리파스타샐러드', '매운쇠고기버섯볶음', '렌틸콩밥', '수떡수떡화채', '포기김치', '케일숙쌈*양념간장', '쌀밥']"
1097,2020-08-12,"['찰현미밥', '그린샐러드*오리엔탈D', '청경채깨장나물', '열무김치', '타꼬야끼', '흑미밥', '북어채국', '오징어볶음&소면사리', '쌀밥']"
1098,2020-08-13,"['찰현미밥', '유부장국', '참나물두부무침', '바베큐폭립', '차조밥', '부들어묵볶음', '포기김치', '황도샐러드*밀감D', '쌀밥']"
1099,2020-08-14,"['찰현미밥', '살살치킨&칠리소스', '흑미밥', '브로콜리버섯볶음', '사과푸딩샐러드*요플레D', '부추와사비무침', '동태탕', '포기김치', '쌀밥']"
1100,2020-08-18,"['찰현미밥', '김말이튀김', '보리밥', '치즈닭갈비', '상추무침*양념장', '나쵸콥샐러드*토마토살사소스', '단호박', '부대찌개', '포기김치', '쌀밥']"
1101,2020-08-19,"['채소계란말이', '찰현미밥', '그린샐러드*참깨D', '깍두기', '고구마순무침', '흑미밥', '매콤해물볶음', '맑은버섯육개장', '쌀밥']"
1102,2020-08-20,"['갈릭버섯탕수', '오리불고기', '찰현미밥', '흑미밥', '츄러스', '순남시래기국', '검은깨올방개묵무침', '마카로니콘샐러드', '포기김치', '쌀밥']"
1103,2020-08-21,"['찰현미밥', '오향장육', '요구르트', '흑미밥', '고추지무침', '모둠쌈*씨앗쌈장', '크루통샐러드*참깨D', '김치볶음', '쌀밥', '어묵국']"
1104,2020-08-24,"['더덕오이생채', '찰현미밥', '버섯메추리알장조림', '흑미밥', '양상추샐러드*매실D', '콩나물두루치기', '포기김치', '바지락미역국', '쌀밥']"
1105,2020-08-25,"['찰현미밥', '고구마순볶음', '시리얼&요거트', '시금치된장국', '수수밥', '김치빈대떡', '카레닭찜', '포기김치', '쌀밥']"
1106,2020-08-26,"['한식잡채', '찰현미밥', '그린샐러드*오리엔탈D', '석박지', '흑미밥', '나주곰탕', '적어구이&양념장', '얼갈이나물', '쌀밥']"
1107,2020-08-27,"['찰현미밥', '검정콩밥', '열무김치', '요구르트', '닭살겨자냉채', '돈사태김치찜', '다슬기아욱국', '삼색유자청무침', '모닝샌드', '쌀밥']"
1108,2020-08-28,"['찰현미밥', '순두부찌개', '흑미밥', '견과류샐러드*딸기D', '코다리강정', '노각생채', '소불고기', '포기김치', '쌀밥']"
1109,2020-08-31,"['찰현미밥', '황태콩나물해장국', '요구르트', '흑미밥', '시금치프리타타', '(New)궁보계정', '가지고추장무침', '양상추샐러드*석류D', '포기김치', '쌀밥']"
1110,2020-09-01,"['황도샐러드*황도D', '찰현미밥', '우거지국', '우무콩국', '삼색만두채소무침', '기장밥', '호박채나물볶음', '매콤돼지갈비찜', '포기김치', '쌀밥']"
1111,2020-09-02,"['꽃맛살샐러드', '찰현미밥', '(New)수제오미산적', '냉족발야채무침', '흑미밥', '부추샐러드*오리엔탈', '(New)오리들깨탕', '바나나', '포기김치', '쌀밥']"
1112,2020-09-03,"['마파두부', '찰현미밥', '치킨핑거', '열무김치', '매운계란파국', '그린샐러드*요거트D', '쫄면채소무침', '찰보리밥', '쌀밥']"
1113,2020-09-04,"['찰현미밥', '양배추숙쌈', '흑미밥', '옹심이만두국', '대패삽겹숙주볶음', '딸기푸딩', '양상추샐러드*딸기D', '포기김치', '오징어초무침', '쌀밥']"
1114,2020-09-07,"['찰현미밥', '흑미밥', '아욱된장국', '생선까스*소스', '마카로니치즈범벅', '오이사과무침', '양상추샐러드*요거트D', '나쵸칩', '포기김치', '쌀밥']"
1115,2020-09-08,"['계란채소볶음밥', '짜장소스', '취나물쌈장무침', '열대과일', '짬뽕국', '양상추샐러드*망고D', '군만두*장', '포기김치']"
1116,2020-09-09,"['찰현미밥', '양상추샐러드*키위D', '홍합살미역국', '흑미밥', '와사비무쌈', '매콤볼어묵볶음', '포기김치', '수육*새우젓*쌈장', '쌀밥']"
1117,2020-09-10,"['미나리초장무침', '찰현미밥', '그린샐러드*살구D', '수수밥', '돈육김치찌개', '콩나물볶음', '포기김치', '수완왕갈비맛통닭', '쌀밥']"
1118,2020-09-11,"['알타리김치', '찰현미밥', '(New)수제어묵소세지핫도그', '참나물두부무침', '흑미밥', '순대채소볶음', '양상추샐러드*참깨D', '잔치국수', '쌀밥']"
1119,2020-09-14,"['사과나무주스', '찰현미밥', '흑미밥', '미트볼채소볶음', '오리고추장불고기', '양상추샐러드*오리엔탈D', '모둠쌈*쌈장', '포기김치', '배추국', '쌀밥']"
1120,2020-09-15,"['오이양파무침', '찰현미밥', '가자미엿장구이', '순두부찌개', '견과류샐러드*땅콩D', '류산슬', '귀리밥', '포기김치', '햇고구마오븐구이', '쌀밥']"
1121,2020-09-16,"['찰현미밥', '유부장국', '흑미밥', '할라피뇨채소피클', '목살찹스테이크', '양상추샐러드*석류D', '포기김치', '(New)빠네파스타', '쌀밥']"
1122,2020-09-17,"['채소탕수(연근', '찰현미밥', '단호박)', '감자수제비국', '쇠고기낙지볶음', '흑미밥', '양상추샐러드*매실D', '건새우호박볶음', '포기김치', '브로콜리', '쌀밥']"
1123,2020-09-18,"['찰현미밥', '비엔나떡조림', '버섯국', '시리얼샐러드*요거트D', '통도라지고추장구이', '포기김치', '쌀밥', '병아리콩', '(New)고추마요치킨']"
1124,2020-09-21,"['찰현미밥', '흑미밥', '양상추샐러드*딸기D', '딸기푸딩', '청경채겉절이', '옹심이만둣국', '주꾸미브로콜리숙회', '포기김치', '춘천닭갈비', '쌀밥']"
1125,2020-09-22,"['찰현미밥', '매운콩나물국', '수수밥', '김말이강정', '과일샐러드', '참나물무침', '돈갈비찜', '포기김치', '쌀밥']"
1126,2020-09-23,"['한식잡채', '찰현미밥', '오향장육', '석박지', '흑미밥', '부추고추장무침', '양상추샐러드*오리엔탈D', '갈비탕', '쌀밥']"
1127,2020-09-24,"['찰현미밥', '해물파전', '겉절이김치', '그린샐러드*요거트D', '북엇국', '찰보리밥', '콩나물파채불고기', '나쵸칩', '실곤약야채무침', '쌀밥']"
1128,2020-09-25,"['황도샐러드*황도D', '찰현미밥', '고구마순볶음', '흑미밥', '닭다리살스테이크', '감자조림', '동태탕', '포기김치', '쌀밥']"
1129,2020-09-28,"['찰현미밥', '사과', '흑미밥', '파프리카해초무침', '떡만두국', '식혜', '양상추샐러드*딸기D', '오리대패불고기', '꽁치캔김치조림', '포기김치', '쌀밥']"
1130,2020-10-05,"['찰현미밥', '흑미밥', '쫄면채소무침', '춘권튀김*칠리소스', '매운소불고기', '건새우미역국', '양상추샐러드*오미자D', '포기김치', '쌀밥']"
1131,2020-10-06,"['치커리무침', '열무김치', '요거트파르페', '단호박카레라이스', '고추장누들떡볶이', '통계란꼬치어묵탕', '두부강정']"
1132,2020-10-07,"['찰현미밥', '흑미밥', '파프리카감자채볶음', '시금치샐러드*오리엔탈D', '꽃게탕', '인절미', '바베큐장각오븐구이', '포기김치', '버섯초무침', '쌀밥']"
1133,2020-10-08,"['찰현미밥', '닭살겨자냉채', '우거지된장국', '총각김치', '양상추샐러드*살구D', '렌틸콩밥', '부추무침', '(New)하와이언치즈함박스테이크', '쌀밥']"
1134,2020-10-12,"['오이볶음', '찰현미밥', '시금치고추장나물', '흑미밥', '양상추샐러드*매실D', '김칫국', '찹쌀호떡', '훈제오리볶음', '포기김치', '쌀밥']"
1135,2020-10-13,"['찰현미밥', '양상추샐러드*파인애플D', '수수밥', '알배기', '생강채*쌈장', '순남시래기국', '청양부추전', '장어고추장양념구이', '깻잎', '배도라지주스', '포기김치', '쌀밥']"
1136,2020-10-14,"['찰현미밥', '(New)해물보쌈&채소숙회', '겉절이김치', '흑미밥', '만다린샐러드*오렌지D', '두부된장찌개', '츄러스채소맛탕', '도라지나물볶음', '쌀밥']"
1137,2020-10-15,"['찰현미밥', '홍합살무국', '흑미밥', '(New)수제단호박식혜', '시리얼샐러드*요거트D', '두반장가지볶음', '포기김치', '청경채무침', '돈갈비양념구이', '쌀밥']"
1138,2020-10-16,"['임연수무조림', '찰현미밥', '열무김치', '갈릭순살치킨', '흑미밥', '브로콜리쌈장무침', '양상추샐러드*오리엔탈D', '매운쇠고기국', '쌀밥']"
1139,2020-10-19,"['찰현미밥', '단호박어묵탕수', '쭈꾸미삼겹살볶음', '쌈추', '흑미밥', '양상추샐러드*딸기D', '얼갈이된장국', '푸딩', '와사비무쌈*쌈장', '포기김치', '쌀밥']"
1140,2020-10-20,"['찰현미밥', '아귀콩나물찜', '유부김칫국', '연근유자피클', '치킨까스&소스', '요플레', '크루통샐러드*오리엔탈D', '찰보리밥', '포기김치', '쌀밥']"
1141,2020-10-21,"['찰현미밥', '미역미소시루국', '양상추샐러드*키위D', '차돌비빔국수', '토마토계란볶음', '흑미밥', '(New)연어스테이크', '핫도그', '쌈추겉절이', '쌀밥']"
1142,2020-10-22,"['곤드레밥', '찰현미밥', '견과류샐러드*요거트D', '돼지고추장불고기', '겉절이김치', '된장찌개', '삼색물만두무침', '양념장', '버섯잡채', '쌀밥']"
1143,2020-10-23,"['찰현미밥', '건새우호박채전', '양상추샐러드*오렌지D', '흑미밥', '북엇국', '오이생채', '포기김치', '춘천닭갈비', '쌀밥']"
1144,2020-10-26,"['찰현미밥', '요구르트', '맑은콩나물국', '흑미밥', '양상추샐러드*매실D', '생선까스&타르타르소스', '브로콜리숙회', '포기김치', '묵은지닭볶음탕', '쌀밥']"
1145,2020-10-27,"['찰현미밥', '오삼불고기', '계란말이', '유부채소겨자무침', '기장밥', '감자고구마샐러드', '쇠고기미역국', '포기김치', '쌀밥']"
1146,2020-10-28,"['찰현미밥', '석박지', '흑미밥', '방풍나물', '채소스틱&쌈장', '(New)수제토마토청에이드', '양상추샐러드*유자D', '고기완자전', '삼계탕', '쌀밥']"
1147,2020-10-29,"['감자채볶음', '찰현미밥', '(New)고구마순등뼈탕', '겉절이김치', '차조밥', '양상추샐러드*망고D', '도토리묵*양념장', '깐풍기', '단감', '쌀밥']"
1148,2020-10-30,"['찰현미밥', '적어양념장구이', '쇠고기숙주볶음', '흑미밥', '건새우아욱국', '통들깨부추무침', '양상추샐러드*오리엔탈D', '무생채', '쌀밥']"
1149,2020-11-02,"['돼지김치찌개', '찰현미밥', '양상추샐러드*밀감D', '흑미밥', '고구마오븐구이', '당면채소무침', '얼갈이나물', '(New)짜파치킨', '포기김치', '쌀밥']"
1150,2020-11-03,"['찰현미밥', '양상추샐러드*자몽D', '쑥갓쌈&쌈장', '수수밥', '동태매운탕', '대패삼겹살볶음', '어묵고추장볶음', '상추', '포기김치', '쌀밥']"
1151,2020-11-04,"['모둠버섯볶음', '(New)수제사과계피차', '(New)수제참나물장아찌', '겉절이김치', '전주비빔밥', '양상추샐러드*딸기D', '바지락냉이국', '찰떡떡갈비조림']"
1152,2020-11-05,"['알타리김치', '완두콩밥', '찰현미밥', '과일그라탕', '물미역*초장', '쇠고기낙지볶음', '홍합국', '양상추샐러드*오리엔탈D', '쌀밥']"
1153,2020-11-06,"['찰현미밥', '수제탕수육', '치커리오이무침', '근대된장국', '흑미밥', '매콤해물볶음', '양상추샐러드*참깨D', '포기김치', '쌀밥']"
1154,2020-11-09,"['찰현미밥', '(New)수제생강대추차', '매운족발볶음', '흑미밥', '돌나물유자청무침', '아욱된장국', '양상추샐러드*매실D', '포기김치', '해물까스*타르타르소스', '쌀밥']"
1155,2020-11-10,"['찰현미밥', '겉절이김치', '꽈배기도넛', '도라지볶음', '귀리밥', '청경채', '버섯숙회*초장', '양상추샐러드*포도D', '동파육', '미역국', '쌀밥']"
1156,2020-11-11,"['찰현미밥', '석박지', '흑미밥', '골뱅이채소무침', '한방설렁탕', '양상추샐러드*오미자D', '개성식메밀부침개', '참나물무침', '귤', '쌀밥']"
1157,2020-11-12,"['찰현미밥', '타꼬야끼', '수수밥', '해물돼지갈비찜', '양상추샐러드*만다린D', '북엇국', '갓김치', '숙주미나리무침', '쌀밥']"
1158,2020-11-13,"['찰현미밥', '나쵸', '톳무침', '시금치된장국', '안동찜닭', '흑미밥', '수제두부까스&하이소스', '양상추샐러드*요거트D', '포기김치', '쌀밥']"
1159,2020-11-16,"['찰현미밥', '부추양파무침', '흑미밥', '양상추샐러드*망고D', '메추리알탕수', '호박된장찌개', '오리주물럭', '바나나', '포기김치', '쌀밥']"
1160,2020-11-17,"['미소장국', '찰현미밥', '해파리냉채', '두부고기양념찜', '미니버거', '겉절이김치', '양상추샐러드*딸기D', '찰보리밥', '알리오올리오파스타', '쌀밥']"
1161,2020-11-18,"['찰현미밥', '순두부찌개', '라면땅', '흑미밥', '(', '양상추샐러드*매실D', 'New)요거닭', '비엔나채소볶음', '오이쑥갓생채', '포기김치', '쌀밥']"
1162,2020-11-19,"['찰현미밥', '검정콩밥', '물미역*초장', '가자미유린기', '얼갈이된장국', '양상추샐러드*오리엔탈D', '포기김치', '쇠고기당면볶음', '쌀밥']"
1163,2020-11-20,"['황도샐러드*황도D', '찰현미밥', '황태채국', '쌈추', '흑미밥', '깻잎*쌈장', '제육고추장불고기', '포기김치', '콩나물파채무침', '쌀밥']"
1164,2020-11-23,"['찰현미밥', '(New)버터치킨카레소스', '등심돈까스', '양상추샐러드*자몽D', '홍시', '흑미밥', '솎음열무나물', '포기김치', '어묵매운탕', '쌀밥']"
1165,2020-11-24,"['찰현미밥', '차조밥', '(New)참치두부전', '코다리강정', '크루통샐러드*딸기D', '시금치나물', '포기김치', '불낙찌개', '쌀밥']"
1166,2020-11-25,"['찰현미밥', '깍두기', '콩비지김치찌개', '탕평채', '흑미밥', '고추장감자조림', '해물누룽지탕', '수제과일잼샌드', '양상추샐러드*요거트D', '쌀밥']"
1167,2020-11-26,"['찰현미밥', '(New)깐풍연근', '조갯살아욱국', '겉절이김치', '돼지간장불고기', '취나물무침', '양상추샐러드*오리엔탈D', '강낭콩밥', '쌀밥']"
1168,2020-11-27,"['찰현미밥', '청경채찜', '양상추샐러드*키위D', '흑미밥', '이연복의', '팽이된장국', '오징어볶음', '고기완자전*케찹', '포기김치', '쌀밥']"
1169,2020-11-30,"['붕어빵', '찰현미밥', '굴미역국', '눈꽃치즈샐러드*감귤D', '흑미밥', '닭간장조림', '스팸계란전', '쑥갓나물', '포기김치', '쌀밥']"
1170,2020-12-01,"['한식잡채', '찰현미밥', '펜네파스타샐러드', 'LA갈비구이', '오프룻요거트', '김치두부국', '축하떡', '찰보리밥', '삼색유자청무침', '포기김치', '쌀밥']"
1171,2020-12-02,"['팽이장국', '겉절이김치', '찰현미밥)', '메밀전병', '양상추샐러드*매실D', '채소프리타타', '산고추지무침', '(New)바지락비빔밥', '(쌀밥']"
1172,2020-12-03,"['찰현미밥', '양배추', '오향장육', '팥밥', '양상추샐러드*발사믹D', '된장찌개', '더덕구이', '다시마쌈*씨앗쌈장', '포기김치', '쌀밥']"
1173,2020-12-04,"['찰현미밥', '육개장', '양상추샐러드*파인D', '흑미밥', '갈치감자조림', '(New)교촌윙', '포기김치', '톳두부무침', '쌀밥']"
1174,2020-12-07,"['유부주머니국', '찰현미밥', '두부구이', '양상추샐러드*오미지D', '흑미밥', '삼겹살김치볶음', '어묵간장조림', '포기김치', '귤', '쌀밥']"
1175,2020-12-08,"['찰현미밥', '우거지국', '봄동나물', '꿀호떡', '훈제오리마늘볶음', '양상추샐러드*요거트D', '기장밥', '아귀콩나물찜', '포기김치', '쌀밥']"
1176,2020-12-09,"['찰현미밥', '치즈계란찜', '겉절이김치', '호박고추장찌개', '흑미밥', '양상추샐러드*딸기D', '크래미해초무침', '만가닥버섯불고기', '쌀밥']"
1177,2020-12-10,"['찰현미밥', '깍두기', '고등어카레구이', '수수밥', '알배기', '양상추샐러드*오리엔탈D', '북엇국', '상추*쌈장', '제육고추장불고기', '쌀밥']"
1178,2020-12-11,"['찰현미밥', '진미채오이무침', '단호박채소전', '흑미밥', '양상추샐러드*망고D', '닭다리살스테이크', '근대국', '포기김치', '쌀밥']"
1179,2020-12-14,"['찰현미밥', '석박지', '청포도주스', '흑미밥', '쫄면채소무침', '양상추샐러드*키위요거트D', '(New)캔꽁치튀김', '(New)누룽지장각백숙', '풋고추양파쌈장무침', '쌀밥']"
1180,2020-12-15,"['건취나물볶음', '찰현미밥', '쌈배추', '차조밥', '양상추*쌈장', '과일샐러드', '콩나물파채불고기', '굴떡국', '포기김치', '쌀밥']"
1181,2020-12-16,"['황도샐러드*황도D', '찰현미밥', '해물완자전', '겉절이김치', '흑미밥', '가자미무조림', '(New)돈갈비김치찌개', '시금치나물', '쌀밥']"
1182,2020-12-17,"['찰현미밥', '(New)탄두리치킨', '그린샐러드*오리엔탈D', '세발나물무침', '흑미밥', '(New)인도커리&난', '오이소박이', '문어꽈리고추조림', '쌀밥']"
1183,2020-12-18,"['청양고추계란말이', '찰현미밥', '양배추샐러드*사우전D', '흑미밥', '동태알탕', '수제돈까스&소스', '포기김치', '달래무침', '쌀밥']"
1184,2020-12-21,"['찰현미밥', '흑미밥', '새알팥죽', '바지락살무국', '오삼불고기', '양상추샐러드*매실D', '유채나물무침', '포기김치', '소고기잡채', '쌀밥']"
1185,2020-12-22,"['토마토두부카프레제', '찰현미밥', '냉이나물무침', '하와이언함박스테이크', '마늘바게트', '차조밥', '매운쇠고기샤브샤브', '양상추샐러드*시저D', '봄동겉절이', '쌀밥']"
1186,2020-12-23,"['찰현미밥', '(New)파프리카계란전', '흑미밥', '(New)국물쪼리닭', '건새우아욱국', '양상추샐러드*요거트D', '마파무조림', '포기김치', '쌀밥']"
1187,2020-12-24,"['호박된장국', '고등어김치말이찜', '깍두기', '(New)뿌리채소영양밥&달래양념장', '양상추샐러드*자몽D', '파래김', '오리대패불고기']"
1188,2021-01-04,"['찰현미밥', '콩나물잡채', '양상추샐러드*요거트감귤D', '동태전', '흑미밥', '식혜', '소고기떡국', '봉추찜닭', '오미산적', '포기김치', '쌀밥']"
1189,2021-01-05,"['유부된장국', '찰현미밥', '양상추샐러드*키위D', '보리밥', '과일그라탕', '봄동숙*간장양념', '돈육도라지고추장볶음', '콩샐러드', '포기김치', '쌀밥']"
1190,2021-01-06,"['찰현미밥', '아삭이고추된장무침', '파프리카계란말이', '흑미밥', '배추겉절이', '미니핫도그', '양상추샐러드*오리엔탈D', '꽁치한마리레몬구이', '오리들깨탕', '쌀밥']"
1191,2021-01-07,"['찰현미밥', '목살스테이크', '수수밥', '아욱된장국', '참치채소볶음', '무쌈채소말이', '양상추샐러드*황도D', '포기김치', '쌀밥']"
1192,2021-01-08,"['찰현미밥', '양상추샐러드*오렌지D', '콩나물맑은국', '양배추쌈*쌈장', '메추리알짜장떡볶이', '흑미밥', '포기김치', '쌀밥', '매운소고기낙지볶음']"
1193,2021-01-11,"['찰현미밥', '흑미밥', '양상추샐러드*망고D', '쪽파무침', '옥수수계란찜', '오리대패불고기', '포기김치', '미역국', '쌀밥']"
1194,2021-01-12,"['찰현미밥', '검정콩밥', '(New)허니순살치킨', '버블샐러드*D오리엔탈D', '된장찌개', '쑥갓나물', '콩나물볶음', '포기김치', '쌀밥']"
1195,2021-01-13,"['찰현미밥', '시금치된장국', '겉절이김치', '흑미밥', '타코야끼', '돈육두루치기', '양상추샐러드*흑임자D', '상추쌈', '쌀밥']"
1196,2021-01-14,"['찰현미밥', '지중해샐러드', '매운호박볶음', '차조밥', '두부까스*칠리소스', '콩나물김칫국', '포기김치', '쌀밥', '소갈비찜']"
1197,2021-01-15,"['찰현미밥', '뼈없는감자탕', '석박지', '흑미밥', '솎음열무나물', '양상추샐러드*딸기D', '채소스틱*쌈장', '고등어구이*와사비장', '쌀밥']"
1198,2021-01-18,"['포기김치', '찰현미밥', '쌀밥', '감자채카레볶음', '흑미밥', '그린샐러드*매실D', '바나나', '청경채나물', '춘천닭갈비', '어묵국']"
1199,2021-01-19,"['찰현미밥', '치커리오이무침', '떡잡채', '맑은콩나물국', '그린샐러드*키위요거트D', '기장밥', '삼겹살김치찜', '포기김치', '쌀밥']"
1200,2021-01-20,"['찰현미밥', '아욱국', '흑미밥', '수제함박스테이크', '단호박물김치', '양상추샐러드*오리엔탈D', '견과류마카로니범벅', '생깻잎지', '쌀밥']"
